having_ip_address,abnormal_url,google_index,count_dot,count_www,count_atrate,no_of_dir,no_of_embed,shortening_service,count_http,count_https,count_per,count_ques,count_hyphen,count_equal,url_length,hostname_length,suspicious_words,digit_count,letter_count,fd_length,has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,1,1,0,1,1,0,1,1,0,0,19,2,0,0,137,0,0,23,29,28,26,1,1,1,11552,0,160,14,205,0,1,1,1,0,1,16,1,0,0,0,110,0,http://dbpedia.org,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,9,27,3,76,1,1,1,6882,0,46,2,11,0,1,0,0,0,0,13,1,0,0,0,26,0,http://libera.chat,0
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,24,17,0,0,19,0,1,1,0,0,0,1,1,0,1,0,0,8,0,0,0,0,0,80,2,10,2,32,0,0,0,3161,0,48,14,5,0,0,1,0,0,1,15,0,0,0,0,0,56,http://kashra-server.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,1,1,0,0,1,0,1,0,0,0,1,12,0,0,11,0,0,13,39,9,61,1,1,1,8127,0,73,23,264,0,1,1,0,1,0,13,1,0,1,1,184,0,http://contabo.net,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,18,11,0,0,14,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,63,0,0,12,0,18,29,1,1,0,7199,0,173,133,289,0,0,1,0,1,1,7,0,0,0,0,14,0,http://xozilla.xxx,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,21,14,0,0,17,0,1,0,1,1,0,1,0,0,0,0,0,0,6,10,0,54,0,0,6,29,17,21,1,1,1,7348,5,55,60,229,0,1,0,0,0,0,6,1,0,1,1,26,0,http://devinotele.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0,11,0,1,0,1,0,0,1,0,0,0,0,0,0,11,0,0,45,0,0,57,37,38,13,1,1,1,4399,10,77,56,197,0,1,0,0,1,0,27,1,0,1,19,42,0,http://nero.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,1,1,0,0,1,0,0,0,0,1,4,3,0,0,336,0,0,17,26,3,59,0,1,1,10773,3,428,62,1251,0,1,0,0,0,0,43,0,0,0,2,123,0,http://komoot.de,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,28,21,0,0,24,0,1,1,0,0,1,1,0,0,1,0,0,5,0,0,0,418,0,0,18,59,25,44,1,1,1,20072,0,453,20,29,0,0,1,0,0,1,10,0,0,0,0,8,0,http://differencebetween.net,0
0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,14,0,1,1,1,0,0,1,0,0,1,0,0,3,39,0,0,137,0,0,9,26,10,17,0,1,1,22616,0,171,65,603,0,1,1,0,1,0,16,1,0,1,4,87,0,http://durham.ac.uk,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,1,1,0,0,1,0,1,1,0,0,14,1,0,0,11,0,1,31,31,48,60,1,1,1,6229,0,30,30,265,0,1,1,1,1,1,20,1,0,1,0,32,1,http://mediafuse.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,0,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,9,0,75,87,0,0,0,4053,0,112,26,135,0,0,1,0,0,1,14,0,0,0,0,1,0,http://newsru.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,2,10,0,1,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,3,4,0,2,32,1,0,0,150,0,3,2,45,0,1,1,0,0,1,1,0,0,0,0,5,1,http://srv53.org,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,15,0,1,0,1,1,0,1,0,0,0,0,0,0,15,1,0,6,0,0,22,26,22,70,1,1,1,12016,13,34,38,287,0,0,0,0,0,0,16,0,0,0,0,34,0,http://datorama.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,10,0,0,0,315,0,4,5,39,0,0,0,0,0,0,5,0,0,0,0,11,0,http://euronic.fi,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,0,1,0,0,1,0,0,0,0,0,0,23,0,0,59,0,1,9,31,18,214,1,1,1,23060,0,79,63,745,0,1,0,0,1,0,16,1,0,0,0,1023,1,http://castle.io,0
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,20,13,0,0,16,0,1,1,1,0,0,1,0,0,0,0,0,6,2,0,0,25,9,15,30,15,30,29,1,0,1,8264,1,54,7,129,0,1,0,0,0,0,11,1,0,0,0,14,3,http://themezhut.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,9,0,3,5,0,18,50,1,0,0,3007,0,8,9,118,0,0,1,0,0,1,5,1,0,0,0,9,1,http://activeboard.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,70,84,28,10,85,33,55,1,1,1,28343,0,175,44,367,30,1,0,0,1,0,18,0,0,0,0,47,1,http://goserver.host,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,1,1,0,1,1,0,0,0,0,0,3,7,0,0,86,0,0,27,51,53,26,1,1,0,13057,0,156,69,451,0,1,1,0,1,1,37,1,0,1,60,30,0,http://xunta.gal,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,1,1,0,0,1,0,0,0,0,0,1,9,0,0,59,0,0,184,20,15,55,1,1,0,3906,0,73,14,81,15,1,1,0,1,0,16,1,0,0,0,59,0,http://wordpress.net,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,25,18,0,0,21,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,70,0,0,3,38,8,57,1,1,1,8964,0,128,49,392,0,0,0,0,0,0,6,1,0,1,56,33,0,http://nortonlifelock.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,31,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://boehringer-ingelheim.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,12,0,1,14,0,1,1,1,0,0,1,0,0,0,0,0,3,2,0,0,193,0,0,24,7,40,61,1,0,0,11207,1,250,25,437,0,1,0,0,1,1,18,1,0,0,0,196,0,http://baynews9.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,16,0,1,1,1,0,0,1,0,0,1,0,0,18,63,0,56,17,14,5,4,17,22,73,1,0,1,7046,45,34,2,216,0,1,1,1,0,1,9,0,0,0,0,58,5,http://onlinegdb.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,18,11,0,0,13,0,1,1,1,0,0,1,0,0,1,0,0,11,5,0,0,257,0,0,11,90,41,124,1,1,1,44546,3,788,222,834,0,1,1,0,0,1,20,1,0,1,0,507,0,http://mid-day.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,20,0,0,5,9,9,48,0,1,0,3276,0,52,14,163,0,1,0,0,1,0,19,1,0,1,6,30,0,http://amazongames.com,0
0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,21,14,0,0,16,0,1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,268,0,27,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,http://blogspot.co.nz,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13,6,0,0,9,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,22,0,0,28,56,40,60,1,1,1,4880,1,113,33,204,0,0,0,0,0,0,37,0,0,1,93,26,0,http://vhx.tv,0
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,21,14,0,0,16,0,1,1,1,0,0,1,1,0,1,0,0,22,2,0,0,87,19,15,9,41,18,34,1,1,1,4140,0,109,33,63,0,0,1,0,1,1,7,0,0,0,0,55,3,http://iq-servers.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,15,0,0,18,0,1,1,1,0,0,1,1,1,1,0,0,16,11,0,6,359,0,0,14,13,21,46,1,1,0,10133,7,427,23,361,0,1,1,0,1,1,8,0,0,0,0,378,0,http://renderosity.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,16,9,0,0,12,0,1,1,1,0,1,1,1,0,1,0,0,13,3,1,0,75,0,1,31,40,50,47,0,1,1,6969,2,102,20,152,0,1,1,0,1,1,13,0,0,1,8,43,1,http://papaki.gr,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,13,0,1,1,1,0,0,1,0,0,0,0,1,4,8,0,0,38,0,0,21,15,45,67,1,1,1,4786,2,97,35,263,0,1,1,1,0,0,15,0,0,0,2,96,0,http://xsolla.com,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,12,5,0,0,8,0,1,1,0,0,1,1,0,0,1,0,0,8,0,0,7,887,0,1,11,8,15,17,1,1,1,16950,0,926,24,257,0,1,1,0,1,1,8,1,0,0,0,82,1,http://hi.is,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,8,0,0,11,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,76,0,0,17,17,15,37,1,0,1,5703,0,121,39,188,0,1,1,0,0,0,15,1,0,0,0,10,0,http://cfah.org,0
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,15,0,1,1,1,0,0,1,0,0,1,0,1,16,5,0,0,126,0,0,14,39,206,47,1,1,1,8516,0,181,59,279,0,1,1,0,1,1,33,1,0,0,0,35,0,http://reviewed.com,0
